"X";"Y";"H";"Rho1";"Rho2";"Rho3";"Rho4";"Rho5";"Rho6";"Gamma"
14.45577167;52.363095;95.4;43;28;18;16;20;22;1.27
14.45573168;52.36308832;95.4;40;29;19;16;22;20;1.28
14.45569166;52.36307999;95.4;38;29;21;16;17;16;1.3
14.45564499;52.36307001;96.1;36;27;22;15;17;12;1.32
14.45560665;52.36306168;96.2;34;27;21;14;13;11;1.35
14.45556835;52.36305167;96.2;32;26;20;12;10;10;1.37
14.455535;52.36304334;95.3;29;24;17;11;9;9;1.4
14.45549501;52.36303666;95.3;26;19;14;10;10;9;1.42
14.45545667;52.36302999;95.4;23;18;12;10;9;9;1.43
14.45541999;52.36302166;95.4;21;14;11;9;8;9;1.44
14.45538;52.36301168;95.4;19;15;11;9;10;9;1.45
14.45534166;52.36300332;95.5;18;15;11;9;9;9;1.45
14.45530332;52.36299499;95.7;17;15;11;9;10;9;1.45
14.45526501;52.36298666;95.7;17;15;12;10;9;9;1.46
14.45522499;52.36297833;95.8;17;16;12;10;9;9;1.47
14.455185;52.36297;95.5;17;14;11;10;8;9;1.48
14.45514501;52.36296167;95.5;17;16;10;10;9;9;1.49
14.45510499;52.36295335;95.6;18;15;10;10;9;9;1.5
14.45506334;52.36294498;96;18;14;9;10;9;10;1.5
14.45502332;52.36293666;96;19;15;10;11;10;11;1.51
14.45498333;52.36292667;96;20;17;11;12;11;12;1.5
14.45494334;52.36291835;95.9;21;18;12;14;13;14;1.5
14.45490166;52.36290833;95.9;22;17;13;16;15;15;1.49
14.45486167;52.3629;95.9;24;18;15;18;19;18;1.49
14.45482;52.36289167;95.8;26;25;16;22;23;24;1.47
14.45477832;52.36288166;95.8;28;25;21;30;26;34;1.45
14.45473833;52.36287333;95.8;31;26;29;43;39;51;1.43
14.45469666;52.36286332;95.9;37;39;42;61;56;75;1.4
14.45465501;52.36285334;95.9;47;57;62;86;76;99;1.37
14.45461499;52.36284332;95.9;61;79;86;110;95;126;1.33
14.45457166;52.36283166;95.8;81;82;109;134;130;159;1.27
14.45452999;52.36282167;95.9;101;109;132;163;161;199;1.22
14.45448999;52.36281166;95.9;118;116;159;197;224;246;1.19
14.45445;52.36280168;96;134;138;186;234;237;289;1.17
14.45441167;52.36279167;96;148;166;213;265;288;314;1.17
14.45437168;52.36278165;96.1;157;189;230;278;288;314;1.17
14.45433;52.36277167;96.1;166;185;225;270;323;288;1.17
14.45428667;52.36276499;96.5;171;178;204;241;260;239;1.17
14.45424668;52.36276;96.5;169;158;170;195;244;185;1.19
14.454205;52.36275333;96.6;162;160;127;148;160;141;1.2
14.45416333;52.36274665;96.5;150;122;90;111;129;107;1.21
14.45412165;52.36273832;96.5;135;116;73;84;104;94;1.22
14.45408001;52.36272999;96.3;122;82;61;67;90;87;1.23
14.45403999;52.36272167;96.2;113;98;56;58;72;92;1.21
14.45399834;52.36271334;96.2;107;72;54;54;80;100;1.19
14.45395832;52.36270835;96.2;104;71;55;52;70;110;1.19
14.45391833;52.36269999;96.1;104;70;56;53;93;105;1.19
14.45387834;52.36269;96.1;107;84;57;54;82;102;1.19
14.45383835;52.36268168;96.1;111;87;61;55;78;90;1.19
14.45379667;52.36267166;96.1;116;99;64;58;79;79;1.19
14.45375334;52.36266168;96.1;121;91;68;62;78;69;1.18
14.45371167;52.36265332;96.1;125;104;74;67;76;68;1.17
14.45366999;52.36264334;96.1;128;107;81;74;74;67;1.17
14.45362832;52.36263501;96.1;130;102;89;80;86;70;1.17
14.45358667;52.362625;96.1;131;104;96;86;83;73;1.18
14.45354665;52.36261501;96;131;124;100;89;77;73;1.2
14.45350666;52.362605;96;129;121;102;90;77;75;1.21
14.45346499;52.36259499;96;124;121;100;89;76;75;1.22
14.45342499;52.362585;96;117;115;96;86;77;73;1.23
14.45338666;52.36257499;96.1;108;81;90;83;70;71;1.24
14.45333834;52.36256501;97.2;98;104;84;79;76;72;1.26
14.45329835;52.362555;97.2;90;82;79;76;67;70;1.28
14.45325832;52.36254501;97.3;84;84;75;71;69;67;1.28
14.45322501;52.362535;96.3;79;75;69;67;64;65;1.3
14.45318333;52.36252499;96.3;77;71;64;63;67;64;1.31
14.45314334;52.362515;96.3;75;71;59;59;61;58;1.32
14.45310332;52.36250499;96.4;72;69;54;55;57;54;1.32
14.45306333;52.36249501;96.5;69;70;48;52;52;50;1.34
14.45302165;52.36248668;96.6;64;55;44;47;56;43;1.36
14.45298001;52.36247832;96.8;58;47;40;42;37;35;1.39
14.45293999;52.36246834;96.9;51;38;34;35;38;28;1.41
14.45289834;52.36246001;97.1;44;38;29;27;30;21;1.43
14.45285832;52.36245333;97.3;37;32;23;20;19;16;1.45
14.45282002;52.36244501;97.4;31;25;18;15;16;12;1.46
14.45278333;52.36243668;97.5;26;20;14;12;11;10;1.47
14.45274833;52.36242835;97.5;22;17;11;10;11;9;1.5
14.45271333;52.36242167;97.6;19;13;10;10;9;9;1.52
14.45267499;52.36241334;97.8;17;14;9;10;10;9;1.55
14.45263834;52.36240667;97.8;16;12;9;10;9;9;1.56
14.45259832;52.36240168;97.9;16;13;9;10;10;9;1.57
14.45256001;52.36239335;98;16;14;10;10;10;9;1.58
14.45252333;52.36238499;98.1;16;12;10;10;9;10;1.59
14.45248499;52.36237666;98.2;17;16;10;10;10;10;1.59
14.45244999;52.36236833;98.2;17;13;10;10;11;10;1.58
14.45241165;52.36236165;98.4;17;16;11;11;11;11;1.56
14.452375;52.36235333;98.5;17;13;11;12;11;12;1.54
14.45233666;52.362345;98.6;17;14;12;13;12;13;1.53
14.45229832;52.36233501;98.4;17;17;13;14;12;14;1.53
14.45225833;52.36232335;98.5;18;17;15;16;15;15;1.52
14.452215;52.36231499;98.6;19;14;16;17;16;15;1.52
14.45216999;52.36230501;98.7;20;16;17;16;14;14;1.53
14.45212666;52.36229499;98.8;21;20;17;15;14;13;1.53
14.45208333;52.36228501;98.9;21;18;16;14;13;12;1.54
14.45204166;52.36227668;99.3;21;17;14;12;13;11;1.54
14.45200167;52.36227001;99.4;20;19;13;11;12;10;1.55
14.45196501;52.36226333;99.5;18;14;12;11;10;10;1.57
14.45192668;52.36225834;99.5;17;13;11;10;8;10;1.59
14.45188834;52.36225335;99.4;15;13;11;10;9;10;1.62
14.45185;52.36224667;99.6;14;13;11;10;11;10;1.63
14.45181001;52.36223834;99.6;14;12;11;10;10;10;1.64
14.45176999;52.36223002;99.7;14;12;10;10;8;10;1.63
14.45173;52.36222165;99.8;14;12;11;10;10;10;1.62
14.45169166;52.36221333;99.8;14;14;11;11;11;12;1.61
14.45165167;52.36220334;99.9;14;11;13;13;12;14;1.6
14.45161168;52.36219502;99.8;14;15;16;17;17;18;1.59
14.45157;52.36218665;99.9;15;16;21;22;19;23;1.57
14.45152833;52.36217667;99.8;18;19;26;30;26;29;1.55
14.45148335;52.36216666;99.8;21;25;33;36;31;32;1.53
14.45143833;52.36215668;99.8;27;34;39;40;38;35;1.5
14.451395;52.36214835;99.9;34;41;42;42;39;36;1.47
14.45135167;52.36213999;99.9;39;39;43;42;44;36;1.44
14.45131165;52.36213166;100.3;42;43;44;40;39;35;1.42
14.45126667;52.36212333;100.3;43;41;41;39;34;33;1.4
14.45122166;52.36211335;100.4;43;36;39;37;34;31;1.41
14.45117833;52.36210168;100.1;40;42;37;33;37;27;1.42
14.451135;52.36209167;100.1;38;35;33;29;29;22;1.43
14.45109167;52.36208334;100.2;36;38;29;23;25;17;1.45
14.45104666;52.36207167;100.2;34;29;24;18;17;13;1.46
14.45100501;52.36206334;100.3;31;24;19;14;14;10;1.47
14.45096334;52.36205502;100.5;27;20;15;11;10;9;1.49
14.45092335;52.36204834;100.9;24;18;12;10;10;9;1.5
14.45088501;52.36204166;101.1;21;15;12;9;10;9;1.5
14.45084667;52.36203168;101.3;18;15;13;9;10;9;1.49
14.45080999;52.36202167;101.6;17;14;13;9;9;10;1.49
14.45077667;52.36201499;101.7;17;15;15;9;10;10;1.46
14.45074501;52.36200835;101.8;17;17;16;9;9;10;1.44
14.450715;52.36200333;102.1;18;18;14;9;11;10;1.42
14.45068833;52.36199668;102.1;19;17;13;9;10;10;1.39
14.45066334;52.36199001;102.2;20;18;12;9;9;10;1.36
14.45064166;52.36198832;102.3;22;18;11;9;9;10;1.32
14.45061499;52.36198333;102.5;25;20;11;10;10;10;1.29
14.45058832;52.36197834;102.7;29;27;11;11;9;11;1.26
14.45056;52.361975;103;36;24;12;11;10;11;1.22
14.45052999;52.36197166;103.1;44;35;13;12;12;11;1.18
14.45050166;52.361975;103.1;52;33;13;12;12;11;1.14
14.45047833;52.36198168;103.1;58;44;13;12;12;11;1.11
14.45046;52.36199;103.2;61;33;13;11;11;11;1.08
14.45045;52.36201;103.2;58;33;12;11;10;11;1.07
14.45044;52.36202;103.2;53;30;11;10;11;10;1.07
14.45044;52.36203;103.2;46;23;11;10;11;10;1.09
14.45045;52.36205;103.1;38;19;10;9;10;10;1.12
14.45047;52.36205;103;31;19;9;9;10;9;1.15
14.45047;52.36206;102.6;26;17;9;9;7;9;1.19
14.45049;52.36207;102.6;22;15;9;8;9;8;1.25
14.4505;52.36208;103.1;19;14;9;8;9;8;1.3
14.45052;52.36208;103.1;17;13;9;9;9;9;1.35
14.45053;52.36209;103.1;15;11;9;9;10;9;1.39
14.45055;52.36209;103.2;15;12;9;9;8;9;1.41
14.45056;52.3621;103.2;14;10;10;10;10;9;1.42
14.45057;52.3621;103.1;14;12;10;10;9;9;1.44
14.45059;52.3621;102.8;15;12;10;10;9;10;1.46
14.45061;52.36211;102.7;15;11;11;10;9;10;1.47
14.45063;52.36211;102.5;15;11;11;10;11;10;1.49
14.45065;52.36212;102.4;15;12;11;10;12;10;1.51
14.45067;52.36212;102.2;15;13;11;10;8;9;1.53
14.45069;52.36213;102.1;15;14;10;10;10;9;1.55
14.45072;52.36213;102;15;12;10;10;11;10;1.58
14.45074;52.36213;101.6;15;12;10;10;10;10;1.59
14.45076;52.36214;101.4;15;11;11;11;10;12;1.59
14.45079;52.36214;101.3;15;12;11;13;10;14;1.6
14.45082;52.36215;101.1;16;12;13;15;14;17;1.61
14.45086;52.36216;100.9;16;17;15;18;17;19;1.61
14.45089;52.36216;100.8;18;17;18;21;23;22;1.62
14.45094;52.36217;100.6;20;23;21;24;22;23;1.62
14.45098;52.36218;100.5;23;23;24;25;24;25;1.61
14.45101;52.36219;100.3;26;29;25;26;25;26;1.58
14.45106;52.3622;100.2;29;26;25;25;29;26;1.55
14.4511;52.36221;100.1;31;27;25;24;24;25;1.52
14.45114;52.36222;100;33;31;24;22;24;24;1.5
14.45118;52.36222;99.9;34;33;22;21;20;21;1.49
14.45122;52.36223;100.2;35;29;21;19;21;18;1.48
14.45126;52.36224;100.1;34;29;20;16;16;15;1.47
14.45131;52.36225;100.2;32;25;18;14;12;13;1.46
14.45135;52.36226;100.2;29;23;17;13;12;11;1.47
14.45139;52.36227;100.2;26;21;15;12;12;10;1.5
14.45143;52.36228;100.2;22;15;13;11;12;10;1.52
14.45146;52.36229;100.2;20;17;12;11;10;10;1.54
14.4515;52.36229;100.2;18;15;11;11;11;10;1.57
14.45154;52.3623;100.3;17;11;11;12;11;10;1.58
14.45158;52.36231;100.3;16;13;11;12;9;10;1.58
14.45162;52.36232;100.3;16;12;11;11;11;10;1.59
14.45166;52.36232;100.2;15;14;11;11;12;10;1.62
14.4517;52.36234;100.2;15;13;10;10;9;9;1.65
14.45174;52.36234;99.6;15;10;10;10;9;9;1.66
14.45178;52.36235;99.4;14;10;9;10;11;9;1.68
14.45182;52.36236;99.3;14;11;9;10;9;10;1.68
14.45186;52.36237;99.2;14;10;10;11;9;11;1.67
14.45191;52.36238;99;14;13;11;12;12;13;1.68
14.45194;52.36239;98.8;15;14;12;13;15;14;1.67
14.45199;52.3624;98.7;16;14;14;15;17;16;1.66
14.45203;52.36241;98.5;18;20;16;16;16;16;1.65
14.45208;52.36242;98.4;20;17;17;15;14;15;1.63
14.45213;52.36243;98.2;22;19;16;14;13;14;1.61
14.45218;52.36244;98.1;23;22;15;13;11;13;1.6
14.45222;52.36245;98;23;21;13;12;13;13;1.6
14.45227;52.36246;97.9;21;18;12;13;13;15;1.6
14.45231;52.36247;97.8;19;15;12;15;16;20;1.61
14.45236;52.36248;97.6;18;15;14;20;21;28;1.6
14.45241;52.36249;97.5;18;16;17;29;31;36;1.59
14.45245;52.3625;97.5;19;19;25;37;34;43;1.6
14.4525;52.36251;97.4;21;26;32;44;43;49;1.6
14.45255;52.36252;97.3;25;32;39;51;45;53;1.59
14.45259;52.36253;97.2;30;34;46;56;48;56;1.59
14.45264;52.36254;97.1;35;38;52;60;51;60;1.56
14.45269;52.36255;97.1;40;43;56;65;57;64;1.53
14.45274;52.36256;97;45;54;59;68;71;66;1.49
14.45278;52.36257;96.7;50;62;62;71;66;66;1.45
14.45283;52.36258;96.9;55;58;63;71;58;66;1.4
14.45288;52.36259;96.8;59;73;62;69;62;68;1.37
14.45293;52.3626;96.8;62;55;59;65;66;84;1.34
14.45298;52.36262;96.7;63;65;57;77;78;103;1.32
14.45303;52.36263;96.7;62;52;59;93;88;171;1.31
14.45308;52.36264;96.7;59;52;63;112;144;272;1.32
14.45312;52.36264;96.7;56;57;72;136;239;340;1.35
14.45317;52.36265;96.7;53;61;85;168;227;367;1.36
14.45322;52.36267;96.7;52;65;101;161;251;400;1.38
14.45327;52.36268;96.6;54;79;111;154;250;352;1.41
14.45332;52.36269;96.6;59;101;122;147;237;263;1.4
14.45337;52.3627;96.5;67;100;126;138;186;204;1.38
14.45342;52.36271;96.3;79;101;129;124;175;175;1.34
14.45346;52.36272;96.3;93;131;130;135;158;140;1.29
14.45351;52.36273;96.3;108;146;136;145;144;139;1.25
14.45356;52.36274;96.3;125;127;144;152;143;144;1.22
14.45361;52.36275;96.3;140;163;153;156;139;147;1.19
14.45366;52.36276;96.3;155;166;160;158;135;148;1.17
14.45371;52.36278;96.3;167;135;164;158;163;149;1.16
14.45375;52.36278;96.3;177;154;165;154;147;148;1.16
14.4538;52.36279;96.4;184;169;162;155;156;152;1.14
14.45384;52.3628;96.3;189;165;162;160;154;158;1.13
14.45389;52.36281;96.3;190;167;163;166;138;166;1.13
14.45394;52.36283;96.4;191;181;165;174;179;173;1.12
14.45399;52.36284;96.6;189;171;166;179;177;176;1.11
14.45404;52.36285;96.6;185;189;167;178;189;170;1.11
14.45408;52.36286;96.7;177;162;163;169;164;155;1.12
14.45413;52.36287;96.7;167;169;153;151;159;132;1.12
14.45418;52.36288;96.7;155;147;138;127;129;106;1.13
14.45423;52.36289;96.7;140;145;118;102;91;80;1.15
14.45427;52.3629;96.7;125;115;97;78;74;60;1.17
14.45432;52.36291;96.6;110;87;78;59;60;46;1.19
14.45436;52.36292;96.6;97;88;63;47;53;38;1.21
14.4544;52.36293;96.6;85;69;52;43;43;34;1.24
14.45445;52.36294;96.6;77;67;49;41;41;31;1.26
14.4545;52.36294;96.5;73;51;47;38;33;28;1.29
14.45454;52.36296;96.4;70;57;44;34;31;24;1.33
14.45459;52.36297;96.4;66;49;39;29;23;19;1.36
14.45464;52.36298;96.3;61;42;32;22;19;15;1.39
14.45468;52.36299;96.3;53;35;24;16;16;12;1.43
14.45473;52.363;96.3;44;32;17;13;12;10;1.45
14.45477;52.36301;96.2;34;23;14;11;11;10;1.47
14.45482;52.36301;96.2;27;20;12;11;10;10;1.5
14.45486;52.36302;96.1;23;17;11;11;10;10;1.52
14.45491;52.36303;96.1;21;15;11;11;12;10;1.53
14.45496;52.36304;96.1;20;14;11;12;10;9;1.53
14.455;52.36305;96.1;20;16;10;12;11;9;1.53
14.45505;52.36306;96.1;19;14;10;12;9;9;1.53
14.45509;52.36307;96;19;15;9;11;11;9;1.53
14.45514;52.36308;95.9;19;15;9;10;10;9;1.52
14.45519;52.36309;95.9;19;14;9;10;9;9;1.52
14.45523;52.3631;95.8;18;14;9;10;10;9;1.52
14.45528;52.36311;95.7;19;16;10;10;9;10;1.51
14.45533;52.36312;95.6;19;13;10;10;9;10;1.5
14.45537;52.36313;95.6;20;15;10;10;11;10;1.49
14.45542;52.36314;95.5;21;16;11;10;11;9;1.48
14.45546;52.36315;95.4;22;15;11;10;10;9;1.46
14.45551;52.36316;95.4;23;18;12;11;9;10;1.44
14.45555;52.36317;95.4;24;16;14;11;11;10;1.41
14.4556;52.36318;95.4;27;21;16;15;11;11;1.38
14.45565;52.36319;95.3;29;26;17;19;15;12;1.35
14.45569;52.3632;95.3;33;27;20;24;20;14;1.32
14.45574;52.36321;95.3;39;30;22;30;26;16;1.29
14.45579;52.36322;95.3;45;38;26;38;24;19;1.27
14.45584;52.36323;95.3;52;45;31;40;26;20;1.25
14.45589;52.36324;95.3;60;51;36;41;33;21;1.23
14.45594;52.36325;95.4;68;59;40;40;29;21;1.21
14.45599;52.36326;95.4;76;61;42;35;28;19;1.19
14.45604;52.36327;95.4;82;57;41;29;26;17;1.18
14.45609;52.36328;95.4;85;70;38;25;24;15;1.17
14.45613;52.36329;95.4;84;55;33;22;19;14;1.17
14.45618;52.3633;95.4;81;47;30;19;18;13;1.17
14.45623;52.36331;95.4;77;52;26;18;16;13;1.17
14.45628;52.36332;95.5;73;54;24;18;15;13;1.18
14.45633;52.36334;95.6;70;50;21;18;15;13;1.19
14.45638;52.36334;95.6;70;46;20;17;17;14;1.18
14.45643;52.36335;95.6;69;46;18;17;14;13;1.17
14.45647;52.36337;95.7;69;37;15;17;17;13;1.17
14.45653;52.36338;95.7;68;41;14;16;17;13;1.17
14.45657;52.36339;95.7;67;42;13;16;14;12;1.18
14.45662;52.3634;95.8;63;40;11;15;13;11;1.17
14.45667;52.36341;95.8;58;37;11;13;13;10;1.18
14.45672;52.36342;95.8;52;24;11;12;10;10;1.19
14.45676;52.36343;95.8;47;26;11;12;10;10;1.19
14.45681;52.36344;95.9;42;28;11;11;10;10;1.21
14.45686;52.36345;96.1;37;21;11;11;11;10;1.23
14.45691;52.36346;96.2;34;19;11;10;11;10;1.23
14.45696;52.36347;96.2;31;23;10;10;11;10;1.25
14.457;52.36348;96.2;29;19;10;10;10;11;1.28
14.45705;52.36349;96.2;27;19;10;10;10;10;1.28
14.45709;52.3635;96.3;26;16;10;10;9;10;1.29
14.45714;52.36351;96.4;25;21;10;10;9;10;1.31
14.45718;52.36352;96.5;25;18;11;10;9;10;1.3
14.45723;52.36353;96.6;26;20;11;10;9;9;1.28
14.45727;52.36354;96.7;26;19;11;10;9;9;1.27
14.45732;52.36355;96.8;26;19;11;10;10;9;1.26
14.45736;52.36356;96.9;26;21;11;10;9;9;1.27
14.4574;52.36358;96.9;26;19;10;10;10;9;1.27
14.45745;52.36358;97;25;17;10;10;9;9;1.28
14.45749;52.36359;97;24;18;10;10;10;9;1.3
14.45754;52.3636;97.1;23;18;9;10;9;9;1.31
14.45759;52.36361;97.1;22;12;9;10;11;9;1.33
14.45763;52.36362;97.1;21;13;10;10;10;9;1.36
14.45768;52.36363;97.1;20;15;10;10;10;9;1.39
14.45772;52.36364;97.3;19;14;10;10;11;9;1.4
14.45777;52.36365;97.2;18;11;10;10;9;9;1.42
14.45782;52.36366;97.2;17;12;10;10;10;9;1.43
14.45787;52.36367;97.2;17;15;10;10;9;9;1.46
14.45791;52.36368;96.7;16;14;10;10;9;9;1.49
14.45796;52.36369;96.7;16;14;10;9;9;9;1.51
14.458;52.3637;96.6;16;15;10;9;8;10;1.53
14.45805;52.36371;96.6;16;10;9;9;8;10;1.54
14.45809;52.36371;96.6;15;13;9;9;9;10;1.54
14.45814;52.36372;96.5;15;10;9;9;8;10;1.54
14.45819;52.36373;96.5;15;11;8;9;9;9;1.55
14.45823;52.36374;96.4;15;10;8;9;10;9;1.55
14.45828;52.36375;96.3;15;11;7;8;8;9;1.55
14.45833;52.36376;96.2;14;12;7;8;10;8;1.56
14.45837;52.36377;96.1;14;10;8;8;9;8;1.55
14.45842;52.36378;96;14;11;8;8;8;8;1.55
14.45846;52.36379;95.8;14;10;7;8;9;8;1.56
14.45851;52.36381;95.7;14;12;8;8;8;8;1.55
14.45855;52.36382;95.5;14;11;8;9;8;9;1.54
14.4586;52.36383;95.3;15;12;8;9;9;11;1.52
14.45864;52.36384;95.1;16;12;10;11;12;15;1.49
14.45869;52.36385;94.9;17;14;12;15;16;24;1.45
14.45873;52.36386;94.7;19;18;16;22;24;38;1.42
14.45878;52.36388;94.5;22;22;23;34;34;58;1.4
14.45883;52.36389;94.3;27;28;35;51;59;80;1.37
14.45888;52.3639;94.1;36;44;52;71;76;106;1.32
14.45893;52.36391;93.9;49;61;72;94;94;134;1.27
14.45898;52.36392;93.7;67;77;94;115;125;153;1.22
14.45903;52.36393;93.7;89;107;114;132;144;164;1.17
14.45908;52.36394;93.5;110;120;129;142;158;171;1.11
14.45913;52.36395;93.3;128;140;137;147;174;200;1.07
14.45918;52.36396;93.1;141;117;138;146;174;205;1.05
14.45923;52.36397;93;147;161;137;146;175;225;1.05
14.45928;52.36398;92.9;147;131;134;144;181;247;1.05
14.45933;52.36399;92.8;145;133;131;144;198;269;1.06
14.45938;52.364;92.7;142;146;129;143;181;238;1.08
14.45943;52.36401;92.7;137;139;130;142;176;226;1.09
14.45948;52.36402;92.6;132;123;130;139;162;198;1.08
14.45953;52.36403;92.5;129;121;128;131;158;161;1.09
14.45958;52.36404;92.4;125;118;121;116;140;118;1.11
14.45962;52.36405;92.3;120;118;108;97;99;96;1.13
14.45967;52.36406;92.3;112;108;88;75;82;69;1.14
14.45972;52.36407;92.2;100;75;67;52;56;46;1.15
14.45976;52.36408;92.2;84;75;46;34;36;29;1.17
14.45981;52.36409;92.1;66;50;30;22;22;19;1.17
14.45986;52.36409;92.1;46;28;19;16;18;13;1.2
14.4599;52.36411;92;32;21;13;13;16;11;1.25
14.45995;52.36412;92;22;15;10;13;14;11;1.32
14.45999;52.36413;91.9;16;13;9;15;12;13;1.38
14.46004;52.36414;91.8;14;10;9;20;17;18;1.43
14.46008;52.36415;91.6;13;13;11;25;21;27;1.46
14.46012;52.36416;91.5;14;13;14;32;27;41;1.5
14.46017;52.36418;91.3;16;14;21;43;42;53;1.52
14.46021;52.36419;91.2;19;23;30;53;56;63;1.53
14.46026;52.3642;91.1;23;32;38;59;59;68;1.54
14.46031;52.36421;91;29;33;45;64;57;67;1.54
14.46035;52.36422;90.9;34;41;51;65;74;64;1.51
14.4604;52.36423;90.8;38;42;50;62;62;61;1.48
14.46044;52.36424;90.7;41;38;49;59;56;58;1.44
14.46049;52.36425;90.6;41;45;48;57;48;57;1.41
14.46053;52.36426;90.5;40;39;46;56;66;59;1.4
14.46058;52.36426;90.3;38;42;45;56;59;59;1.4
14.46062;52.36427;90.2;37;36;46;55;61;60;1.41
14.46067;52.36428;90.1;36;45;46;55;58;63;1.42
14.46072;52.36429;90.1;35;39;47;55;66;66;1.42
14.46076;52.3643;90;36;39;48;55;65;71;1.41
14.4608;52.36431;89.8;36;45;49;56;68;74;1.39
14.46085;52.36432;89.8;37;41;51;59;68;78;1.38
14.46089;52.36433;89.7;37;41;55;62;63;81;1.37
14.46093;52.36434;89.6;38;44;60;66;69;89;1.35
14.46097;52.36435;89.5;40;48;61;71;73;98;1.35
14.46101;52.36436;89.5;42;51;63;77;81;108;1.35
14.46106;52.36437;89.5;45;53;64;82;89;119;1.35
14.4611;52.36438;89.4;49;56;62;90;100;131;1.35
14.46114;52.3644;89.3;53;50;59;98;116;135;1.35
14.46118;52.36441;89.2;57;59;67;105;125;138;1.34
14.46123;52.36442;89.1;62;55;75;113;131;141;1.31
14.46127;52.36443;89;68;73;84;121;131;143;1.29
14.46132;52.36444;88.9;75;75;96;128;131;146;1.27
14.46136;52.36445;88.8;83;80;109;136;135;157;1.25
14.46141;52.36446;88.7;92;108;118;147;160;167;1.24
14.46145;52.36447;88.6;102;115;129;158;189;180;1.23
14.46149;52.36447;88.6;113;109;142;170;172;194;1.22
14.46153;52.36448;88.6;124;131;154;182;189;203;1.2
14.46156;52.36449;88.5;135;153;166;187;202;209;1.19
14.46161;52.3645;88.5;145;169;174;187;193;213;1.19
14.46165;52.36451;88.3;154;177;178;186;210;206;1.18
14.46169;52.36451;88.3;160;166;178;174;203;189;1.18
14.46173;52.36452;88.3;164;172;169;155;152;167;1.18
14.46177;52.36453;88.2;162;160;153;137;161;142;1.19
14.4618;52.36454;88.2;151;139;133;117;142;113;1.21
14.46184;52.36455;88.2;133;120;111;94;104;92;1.24
14.46187;52.36456;88.2;111;107;88;79;77;81;1.29
14.46191;52.36458;88.3;87;71;73;71;68;76;1.35
14.46194;52.36459;88.4;65;57;64;67;62;78;1.39
14.46196;52.3646;88.5;51;53;61;68;72;84;1.41
14.46199;52.36462;88.5;44;51;62;73;92;91;1.41
14.46201;52.36463;88.4;43;57;68;80;82;97;1.4
14.46202;52.36465;88.3;45;64;77;88;90;103;1.37
14.46202;52.36466;88.4;51;64;85;95;101;107;1.35
14.46202;52.36468;88.2;60;78;93;100;101;110;1.35
14.46202;52.3647;88.2;71;89;97;103;121;111;1.33
14.46201;52.36471;88.1;82;91;97;103;116;111;1.32
14.46199;52.36473;88.1;90;103;91;101;110;110;1.3
14.46196;52.36474;88.2;96;94;83;97;111;108;1.29
14.46193;52.36474;88.3;99;88;75;94;112;112;1.28
14.4619;52.36474;88.3;97;85;69;89;86;112;1.29
14.46187;52.36474;88.7;94;86;62;85;93;113;1.3
14.46184;52.36473;88.4;91;62;62;82;106;116;1.3
14.4618;52.36471;88.4;87;81;62;80;109;128;1.3
14.46177;52.36471;88.5;82;77;65;82;102;127;1.3
14.46174;52.3647;88.7;80;75;75;87;97;136;1.29
14.46171;52.36469;88.8;79;68;92;97;105;145;1.28
14.46169;52.36468;88.9;78;86;109;104;116;150;1.28
14.46166;52.36467;89;82;91;124;109;126;137;1.26
14.46163;52.36465;89;89;107;131;105;126;129;1.24
14.4616;52.36464;89.2;90;111;122;98;121;113;1.23
14.46157;52.36463;89.2;87;91;106;85;94;95;1.23
14.46154;52.36462;89.5;81;89;85;73;95;77;1.24
14.46147;52.3646;89.6;70;80;65;61;70;69;1.27
14.46144;52.36459;89.8;56;51;50;54;62;62;1.32
14.46141;52.36458;89.8;44;42;43;48;52;57;1.37
14.46138;52.36457;89.8;36;38;38;46;61;56;1.42
14.46135;52.36456;90.1;30;32;36;46;52;57;1.46
14.46131;52.36456;90.2;26;32;35;49;55;59;1.49
14.46128;52.36455;90.2;24;32;36;54;52;63;1.5
14.46124;52.36455;90.3;23;28;39;61;61;68;1.52
14.46121;52.36454;90.1;23;30;44;64;68;73;1.52
14.46117;52.36454;90;24;34;50;68;68;79;1.55
14.46113;52.36453;89.6;27;40;57;71;77;91;1.57
14.46109;52.36453;89.6;30;41;63;77;88;108;1.58
14.46105;52.36452;89.7;33;48;71;85;94;130;1.59
14.46102;52.36451;89.7;38;51;81;105;127;159;1.58
14.46098;52.36451;89.8;44;60;95;130;145;194;1.58
14.46094;52.3645;89.9;53;90;110;156;199;223;1.56
14.46091;52.3645;90.2;67;102;126;176;190;242;1.52
14.46087;52.36449;90.3;88;114;140;193;189;253;1.47
14.46083;52.36449;90.4;115;139;148;198;236;253;1.42
14.46079;52.36448;90.4;144;179;149;194;211;244;1.34
14.46075;52.36447;90.5;174;197;151;191;232;238;1.26
14.46071;52.36447;90.6;199;185;153;192;209;236;1.19
14.46067;52.36446;90.7;217;181;154;194;221;234;1.15
14.46063;52.36446;90.8;233;171;160;198;224;229;1.13
14.46059;52.36445;90.9;245;213;166;202;224;228;1.1
14.46054;52.36444;91;254;241;169;205;230;234;1.08
14.46051;52.36444;91.1;259;233;167;202;248;233;1.06
14.46046;52.36443;91.2;261;211;167;203;225;229;1.04
14.46042;52.36442;91.3;256;194;160;202;242;233;1.01
