E,N,H,Rho.1,Rho.2,Rho.3,Rho.4,Rho.6,Gamma
14.061795,52.40358499,63.17300034,166.9969659,142.0409769,209.7517004,217.8731589,405.8570188,1.215650067
14.06179667,52.40360832,63.15000153,162.3388302,112.6748259,216.8678281,360.569296,999.4511046,1.197147766
14.06178833,52.40363166,63.11399841,174.9645271,88.90407094,137.199643,111.6191113,553.1606252,1.206575946
14.06177,52.40365168,63.05699921,209.4379028,50.48609177,311.4006033,41.89282481,1293.707636,1.214034595
14.061745,52.40366999,63.00799942,152.8577557,107.8917951,316.3220796,225.1594911,648.8315273,1.212730652
14.06171333,52.40368166,62.94599915,177.1337172,136.605867,149.6579834,140.1654773,640.2681047,1.22984003
14.061675,52.403685,62.81800079,219.8956797,142.4420492,378.5331374,160.2038722,1016.396355,1.221000818
14.06163667,52.40368166,62.70199966,281.4656109,255.9892958,562.626832,596.0004074,1831.053784,1.22867991
14.0616,52.40366999,62.64400101,281.463672,234.5808064,520.7721403,210.0954708,1819.636872,1.257967401
14.06156667,52.40365334,62.62099838,221.2198153,190.9731816,652.5146537,425.8879737,2346.158984,1.195009457
14.06153167,52.40363499,62.63199997,206.1615367,120.5396783,228.7763436,97.04081588,1191.878776,1.132664926
14.06149667,52.40361665,62.60100174,194.6799044,123.8805089,224.9500721,130.9741464,791.1369503,1.178384192
14.06146167,52.40359834,62.60499954,172.8870817,110.2937364,95.81312453,156.9745199,672.9433374,1.21524693
14.06142667,52.40358,62.61000061,162.0677797,121.9759289,49.71060135,71.44818376,357.681243,1.183081985
14.06139,52.40356,62.60599899,181.851611,112.9035498,147.2183109,215.9998618,524.0068906,1.174679245
14.06135333,52.40354001,62.59999847,212.075572,169.2030026,331.9161744,683.704834,905.8977864,1.202192383
14.06131833,52.40352001,62.61399841,225.8690857,162.990503,196.6411888,313.7114815,719.7744526,1.176776477
14.06128167,52.40350167,62.61000061,272.9837986,224.7351424,254.5407618,438.28942,740.3206746,1.17239989
14.061245,52.40348167,62.61299896,298.9196799,364.2127383,488.2093573,601.0041383,1360.966238,1.133510977
14.06120833,52.40346333,62.625,372.4266289,324.0188886,393.7862064,602.5571461,1477.36086,1.157639255
14.06117333,52.40344334,62.64699936,386.7797023,443.1657125,568.7129724,831.5174539,1777.680309,1.193215268
14.06113667,52.40342499,62.66400147,361.0605655,370.7665311,440.6004663,481.8181635,1405.752189,1.165128485
14.0611,52.403405,62.68199921,308.1061451,335.9827279,459.5635099,535.6973211,1809.0102,1.099942136
14.061065,52.403385,62.67200089,190.1367477,128.4626102,180.0557378,351.3071551,820.4369476,1.090739221
14.06102833,52.40336666,62.66999817,144.2069922,103.5339964,109.5781665,8.425923385,568.9875718,1.133721097
14.06099167,52.40334667,62.66699982,114.8094234,74.07867557,55.50114892,286.3173169,574.1532535,1.202330814
14.060955,52.40332667,62.65299988,107.2354825,47.07568526,149.0730899,388.0028405,783.5406886,1.218596869
14.06092,52.40330833,62.63100052,136.9412669,95.07054915,232.3896738,269.4678082,588.0825535,1.176896783
14.06088334,52.40328833,62.61500168,190.873568,118.0689525,120.8329925,323.5115384,669.1294075,1.111477036
14.06084667,52.40326999,62.58800125,205.4300257,129.5252995,166.5883096,278.0566935,1185.071504,1.085448331
14.06081167,52.40325,62.56399918,308.0059901,224.5973364,210.8347002,244.1027846,1363.642995,1.08600932
14.060775,52.40323165,62.55099869,405.6417967,393.552736,542.1531198,839.7205626,2196.614309,1.08695209
14.06073833,52.40321166,62.52799988,325.3526949,297.5137681,510.5092743,643.1927602,1676.202322,1.100809866
14.06070333,52.40319335,62.50899887,358.1475727,384.2372859,434.9948613,697.428218,1409.374462,1.090527225
14.06066833,52.403175,62.52399826,431.6382307,495.422792,664.1208398,721.9510803,2652.113682,1.112381058
14.06063333,52.40315666,62.51499939,367.2524995,361.6353287,422.1733805,797.676618,2004.595788,1.11733815
14.06059667,52.40313667,62.53300095,441.0798225,489.8519235,468.2094389,880.1247584,2435.936444,1.083333713
14.06056167,52.40311832,62.56299973,380.7314038,407.4652328,679.4685039,629.6251871,2179.939961,1.111485626
14.06052667,52.40310001,62.59799957,294.9839728,261.7614217,380.6475421,661.5324154,1538.94755,1.148173639
14.06049,52.40308167,62.62900162,282.5860533,232.5475794,394.5443391,569.4286359,1700.273285,1.147559003
14.06045333,52.40306333,62.67599869,364.0571599,339.0412334,583.8839961,942.9960411,2357.989396,1.136856317
14.06041833,52.40304499,62.68399811,188.5770943,162.3734106,361.08466,632.3978476,1497.535821,1.139669012
14.06038167,52.40302668,62.69200134,148.811058,73.11969613,349.7077371,770.6667355,2148.433289,1.174985791
14.06034667,52.40300833,62.68999863,245.5258368,150.1754342,297.7076457,242.2671211,2018.84634,1.186365149
14.06031167,52.40298999,62.67300034,295.7485246,256.6426202,465.9057602,692.4189763,1674.559192,1.187055396
14.06027667,52.40297168,62.66199875,206.4121538,71.01653147,221.752986,341.3179469,1536.879809,1.159723764
14.06024167,52.40295165,62.64799881,246.1342895,188.4553735,431.6067146,836.2417136,1975.032681,1.127676828
14.06020667,52.40293334,62.64500046,338.3451552,204.0473172,422.2139872,550.9304687,1622.690914,1.133683176
14.06017167,52.40291335,62.6230011,304.4772874,211.1592055,171.2187784,182.4587822,728.6709967,1.134733176
14.060135,52.40289501,62.61500168,313.8680313,146.6257823,334.0357003,216.6875738,951.0594503,1.188083578
14.0601,52.40287666,62.59600067,249.3727004,122.2444914,118.8962483,168.6775501,1162.063044,1.190148187
14.060065,52.40285667,62.59299851,344.3412955,262.3608665,441.197786,278.9742434,1157.972325,1.163830515
14.06003,52.40283833,62.58599854,337.9761894,390.5007768,371.4714674,314.4864088,1088.061832,1.169484235
14.059995,52.40282002,62.5530014,253.0513061,206.6091812,185.9198458,241.8052601,1085.063993,1.110342416
14.05996,52.40280167,62.51599884,328.5882884,288.5483526,330.8396497,267.933674,1779.644308,1.117071677
14.059925,52.40278168,62.50099945,168.6042101,106.1957082,125.9901532,209.2138097,818.8398933,1.125114789
14.05988834,52.40276168,62.49499893,217.001427,92.78919998,318.7529786,44.10214387,715.1701509,1.131954507
14.05985334,52.40274334,62.47200012,219.0169596,101.4829354,103.7798785,84.6382851,825.3728872,1.147879642
14.05981833,52.40272334,62.47100067,304.5453813,195.2837413,178.4449195,1.822352823,535.8502939,1.127716913
14.05978333,52.402705,62.48699951,343.9629738,266.4248,246.4402954,188.9273668,627.7408699,1.136053925
14.05974833,52.40268501,62.52600098,283.0222471,213.4382404,153.0690537,88.46562522,1196.120435,1.176340399
14.05971333,52.40266666,62.54299927,216.8794168,89.0868672,80.90308268,54.0667598,1170.252057,1.208897852
14.05967833,52.40264667,62.54199982,232.4330858,110.170523,276.7521108,228.8332286,783.8645356,1.190459399
14.05964333,52.40262667,62.56100082,231.5961921,143.359502,358.4740441,525.6139327,1259.10194,1.161407956
14.05960833,52.40260833,62.59199905,177.945299,95.66891793,92.40722892,279.4549836,754.3810964,1.169296164
14.05957167,52.40258999,62.61800003,219.5938458,203.1347396,231.8316246,17.06885817,809.9410366,1.17371463
14.05953667,52.40256999,62.625,301.9087693,182.0503029,244.3025683,294.3904892,1443.15535,1.180311826
14.0595,52.40255165,62.65100098,331.0515363,302.218293,370.6660368,670.2186953,1462.751575,1.185420047
14.059465,52.40253166,62.68000031,257.6857239,244.8440779,255.7596152,347.7983073,730.3089291,1.193976105
14.05942833,52.40251335,62.71099854,266.611134,224.3912778,351.2847713,313.1244647,1753.473152,1.163437708
14.05939333,52.402495,62.75,197.2401823,191.5803008,330.4849885,441.900348,1913.361347,1.149002612
14.05935667,52.40247501,62.7840004,164.4650225,82.7563929,157.019755,420.1712952,1323.193797,1.166673578
14.05932167,52.40245667,62.80699921,143.5064113,155.5611795,324.5657952,472.9174873,1937.593048,1.184855853
14.05928667,52.40243667,62.84500122,149.5825815,102.5150008,194.1713969,248.2039972,213.279443,1.195590411
14.05925,52.40241833,62.88999939,283.1590645,172.4028067,319.7371322,265.395596,1096.303082,1.154144421
14.059215,52.40239833,62.95199966,169.2953327,64.00478075,220.0510509,378.3773362,1784.485947,1.149333224
14.05917833,52.40237999,62.98899841,131.4469905,70.46736072,183.0469382,530.9361396,1368.135527,1.160777081
14.05914333,52.40236168,63.04600143,174.0095182,173.1090128,241.0817565,398.7975661,1662.575604,1.153647498
14.05910833,52.40234334,63.09000015,132.7664113,105.1609961,163.5912018,502.5030281,1207.202701,1.16379361
14.05907333,52.40232499,63.12900162,144.101003,121.7395001,281.6817457,482.6975341,1065.509122,1.174571744
14.05903667,52.40230665,63.14899826,140.5283607,131.0838648,471.7144306,538.9736158,1087.492425,1.179529727
14.05900333,52.40228666,63.15499878,96.49453232,109.7745848,169.5018503,332.2990536,1003.575145,1.157335004
14.05896667,52.40226835,63.12200165,118.377642,121.6187079,141.6139658,265.6109628,1320.994733,1.159318289
14.05893167,52.40225,63.07500076,99.17729786,76.60334479,150.1206338,143.8865368,472.3877019,1.194354446
14.05889667,52.40223001,62.99599838,127.8433981,80.54597892,247.7377383,175.9489692,484.4298119,1.189233417
14.05886,52.40221001,62.92100143,135.3748544,104.7984833,191.0856785,252.6472819,759.1762056,1.165423248
14.05882334,52.40218999,62.79199982,176.8852062,124.7260908,235.4591337,255.7932144,718.3539462,1.170782843
14.058785,52.40217168,62.71099854,143.3095089,87.4828223,174.1616273,162.3507593,978.6469508,1.16828403
14.05874833,52.40215168,62.64199829,140.9325475,92.14850904,220.2940159,247.732753,648.587513,1.176508966
14.05871333,52.40213334,62.55599976,224.5938222,118.9105549,132.9328846,68.44883877,1382.971714,1.20944462
14.05867667,52.40211334,62.47900009,122.945168,34.41727883,226.7042207,298.1507194,1075.243105,1.206602515
14.05864,52.402095,62.40200043,182.462313,130.3599761,122.0645952,78.15531214,1478.179812,1.191068076
14.058605,52.40207666,62.32400131,215.6743949,34.42584084,132.3170042,403.9202788,1249.584602,1.217387454
14.05857,52.40205666,62.24599838,192.4293004,36.85474663,199.5429812,92.84882049,1159.879192,1.177435962
14.05853667,52.40204001,62.14899826,172.6248385,63.75575166,145.5273513,75.52008972,569.1796264,1.171782025
14.05850167,52.40202166,62.04999924,113.0263338,61.78008302,54.77693706,206.4134248,596.6617329,1.187685547
14.05846833,52.40200332,61.9280014,144.2625475,17.09250388,158.439574,408.3789705,1627.204256,1.206626483
14.05843333,52.40198501,61.7820015,106.0084096,91.44476899,365.6318766,399.0744204,1249.738415,1.268547815
14.05839833,52.40196667,61.62099838,89.488342,68.30824152,377.6107848,753.1998815,1315.945889,1.276234229
14.05836333,52.40194667,61.40999985,72.47057044,49.96870632,206.2855297,526.6080021,791.1239162,1.311725897
14.05832667,52.40192833,61.18299866,67.25770196,51.30344554,77.6399181,66.09506528,320.3713009,1.343330682
14.05829,52.40190999,60.92900085,59.82404314,52.37252766,76.3280558,127.8398745,397.3589685,1.320356567
14.058255,52.40188999,60.67300034,63.03885851,57.76195175,121.2697608,108.6314126,285.5811753,1.333252789
14.05821833,52.40187168,60.38899994,58.1952077,56.79847107,58.91739879,70.78933126,82.99415391,1.329006049
14.05818167,52.40185165,60.09999847,56.73601178,47.28608794,86.54607968,214.6841285,160.0994967,1.335255621
14.058145,52.40183166,59.78699875,60.39450291,53.04080799,74.1636904,214.0178816,122.2322208,1.382020667
14.05810833,52.40181166,59.50500107,55.03245063,46.76813838,43.77381297,77.22181739,9.904659458,1.36926507
14.05807,52.40179167,59.27399826,69.161678,58.7872248,61.20990732,61.30114922,89.17215942,1.381055225
14.05803334,52.40177167,59.02999878,131.2044214,124.5670272,115.6011839,186.7073593,179.3393924,1.375674152
14.05799667,52.40175168,58.81800079,207.122812,237.8319776,258.3179025,388.0113655,451.9116464,1.285900903
14.05796333,52.40173334,58.61500168,41.85341313,155.4636081,224.2771084,1450.520761,1052.852912,1.219363358
14.05792833,52.40171499,58.43099976,99.16876822,1.773673434,89.2178826,193.1425605,449.6476102,1.260089688
14.057895,52.40169668,58.24900055,81.45481917,57.84128272,128.9537625,214.2250193,185.104104,1.267662634
14.05785833,52.40167666,58.0530014,106.0223613,73.20842281,134.0083484,368.6619979,583.3907817,1.226294238
14.05782333,52.40165834,57.85900116,90.10786174,54.8190252,136.452646,130.4232875,464.2661544,1.225596832
14.05778667,52.40163835,57.65999985,110.0758065,70.69836757,80.00368596,195.3803877,479.1958533,1.248085583
14.05775,52.40161832,57.47299957,112.0723445,47.36037498,102.1168664,640.8975928,377.4678368,1.233791241
14.05771333,52.40159833,57.30899811,205.2071165,123.6517341,26.49354704,57.21138546,308.631904,1.167652493
14.05767833,52.40157833,57.13800049,186.8590373,196.8647958,108.347849,183.8065177,177.6927071,1.170769913
14.05764333,52.40155999,57.00400162,194.4102437,162.9025943,121.027507,391.7974301,602.5210976,1.172776846
14.05760833,52.40153999,56.88999939,251.1247682,227.0567301,250.5224213,388.5425375,644.5712767,1.121771921
14.05757167,52.40152165,56.79499817,235.4674851,240.8975631,305.5269238,548.2155593,1323.804524,1.124971408
14.05753667,52.40150334,56.72600174,274.5831333,259.3291594,351.9835941,625.8588339,1416.286723,1.135057153
14.05750167,52.401485,56.66500092,286.5573735,335.533028,522.8724892,937.0169943,1629.247692,1.132553455
14.05746834,52.40146666,56.63700104,314.9980869,368.3085234,340.0567757,750.0854508,1198.418613,1.156721951
14.057435,52.40144835,56.62099838,309.7961284,336.2768422,220.7795036,998.6418773,1170.897969,1.171302603
14.0574,52.40143,56.6230011,307.3920807,339.0994426,671.4701966,1157.80449,1678.978388,1.20338233
14.05736667,52.40141166,56.64300156,279.7528093,299.039929,442.9005362,852.1834942,1293.883497,1.248596375
14.05733333,52.40139167,56.6780014,313.0586473,317.5924975,407.2259942,721.2978173,1192.730755,1.224348883
14.05729833,52.40137332,56.73400116,319.7886122,345.6971232,416.2341723,548.3737604,1154.156341,1.190394101
14.05726334,52.40135333,56.80899811,328.0860563,408.8025157,405.321423,698.5028132,1186.012409,1.174914322
14.05722834,52.40133499,56.91799927,404.8525336,504.9727312,638.9417587,1100.782026,1903.545716,1.127247195
14.057195,52.40131668,57.02299881,411.7478321,440.1578124,558.4448094,1002.786451,1698.402085,1.11758754
14.05716167,52.40129833,57.14599991,365.6822072,394.7209544,482.8984296,1051.312696,2213.077357,1.133888074
14.05712667,52.40127999,57.26499939,327.2680108,396.5272959,586.0541948,1756.280023,2207.975628,1.129115076
14.05709333,52.40126168,57.37900162,260.6111621,228.646404,489.2904548,1279.091469,2173.902655,1.166057468
14.05706167,52.40124499,57.50500107,259.9451168,279.603842,315.0070159,941.6162155,1330.961428,1.18096196
14.05703167,52.40122833,57.62200165,179.8983256,210.1303017,352.526161,653.943726,1333.100616,1.212741846
14.057,52.40121168,57.74599838,166.6845182,185.2876076,414.9122342,881.861258,1891.623243,1.254642377
14.05696667,52.40119499,57.82799912,222.6502758,240.7408472,146.3572065,735.337559,1051.383685,1.237336725
14.05693333,52.40117833,57.96300125,173.4695328,170.0423846,325.0457297,778.4310068,795.0675254,1.234999756
14.05690167,52.40116167,58.10599899,190.5012539,215.165583,237.120603,621.7395506,1272.999045,1.275337152
14.05686834,52.40114333,58.23699951,150.159179,151.7715719,266.9334022,733.0348363,1242.031492,1.290039276
14.056835,52.40112667,58.39500046,138.341819,153.4384156,252.8315709,750.3285049,1000.825775,1.277727798
14.05680167,52.40111001,58.51499939,109.7725642,157.9716111,238.9771729,422.9810685,725.4701427,1.243450296
14.05676833,52.40109332,58.63299942,134.0853673,160.0372811,524.5248092,1156.831127,1189.659466,1.277431134
14.056735,52.40107667,58.75400162,92.3344992,95.18923276,242.4523534,875.5326302,1071.069041,1.289373895
14.0567,52.40106001,58.89899826,94.54562499,100.5312799,85.96161108,460.7304397,1031.121359,1.267022815
14.05666667,52.40104332,59.01200104,88.62257472,101.871487,195.9224267,586.9197323,534.684408,1.285043256
14.05663333,52.40102666,59.13700104,111.6587664,144.9361471,367.6477925,526.250578,1005.333724,1.321909448
14.0566,52.40101001,59.26800156,151.3039354,181.684296,575.7671608,934.4555137,862.356773,1.290770746
14.05656833,52.40099335,59.4109993,93.17751306,80.00355977,126.7087287,360.4663037,377.6499146,1.245830139
14.056535,52.40097666,59.54299927,83.32627807,57.83506053,68.56261197,232.7791664,217.5187954,1.252868964
14.05650333,52.40096165,59.67499924,80.85399284,67.00538579,158.8338836,479.704828,297.7411443,1.270163751
14.05647,52.400945,59.75,70.01046348,52.91203526,40.81238905,59.53092498,61.42829113,1.266242749
14.05643834,52.40092834,59.84700012,86.37131694,46.14695397,218.8394088,210.3295845,416.2119869,1.301134174
14.05640833,52.40091333,59.93700028,69.33761437,52.94233033,101.4479491,131.7003247,196.6890531,1.315094232
14.05637833,52.40089833,60.02600098,53.11631409,37.90916647,173.9323767,303.3465406,492.0380044,1.289369299
14.05635,52.40088501,60.14099884,121.1161115,105.8349573,152.4989926,227.6669932,693.2203385,1.306897467
14.05632333,52.40087166,60.22499847,72.69346994,64.99554421,128.7723713,159.6956124,244.0432418,1.244815326
14.05629667,52.40086333,60.31600189,64.94489855,53.38122879,88.10505472,50.07476772,111.2939801,1.23088894
14.05627,52.40085665,60.3730011,85.40947103,79.35598047,122.9125221,93.3202342,155.8288911,1.268825336
14.05624167,52.40085166,60.41400147,98.7888837,85.99999216,79.55353967,480.7574632,533.949,1.261587347
14.05621667,52.40085166,60.47700119,72.99205522,74.4784888,93.6618412,272.9188715,408.3563168,1.250796423
14.05619167,52.40085166,60.47999954,76.19083267,76.30700125,52.70889741,215.2679108,169.5548883,1.21065556
14.05616334,52.40085335,60.52999878,65.20192806,51.99644805,46.15494432,84.18530373,76.16106088,1.213733795
14.056135,52.40085834,60.53300095,55.61178662,40.96247442,10.40223878,64.06814021,62.92360835,1.290334644
14.05610667,52.40086501,60.50899887,66.04761238,44.88990601,18.94880515,49.63971218,57.70580548,1.278270813
14.056085,52.40087334,60.51499939,76.15163839,58.11187943,70.53817947,134.3620126,77.81488712,1.253526642
14.05607,52.40088666,60.48699951,72.7922449,67.13998372,47.55324067,97.06297504,124.8256264,1.2633289
14.05606167,52.40090167,60.43000031,64.16316782,52.03021431,62.79383545,112.4381129,89.97484409,1.223953381
14.05606,52.40091667,60.37400055,74.97702091,52.66321368,26.78812796,206.1779535,183.050107,1.200867322
14.056065,52.40093333,60.31499863,95.07222489,69.28952506,65.99074637,253.7844148,126.4997285,1.223938934
14.05608,52.40094999,60.25,81.51164804,144.1989097,142.675057,445.4977296,244.6937105,1.230926355
14.056105,52.40096499,60.17200089,93.42998496,179.1369989,130.9537389,527.3054527,520.3444439,1.235417743
14.05613667,52.40098,60.10499954,46.71600868,46.20603612,17.94489249,91.31989916,36.92066564,1.26764472
14.05617333,52.400995,60.01900101,52.38221286,40.64902945,24.15318202,74.75473281,57.78124421,1.27363645
14.05621167,52.40101166,59.90100098,82.00549434,48.97509301,33.2185832,132.5949195,401.834065,1.284302429
14.05625333,52.40103165,59.76900101,109.0357095,106.8924425,192.1037136,252.7083539,623.4925349,1.304526257
14.05629333,52.40105168,59.62099838,65.93920007,64.42179166,82.72720909,143.2037815,173.6038199,1.301504449
14.05633167,52.40107333,59.46099854,68.73582917,63.91779727,144.0449259,416.8713204,318.0806981,1.280462439
14.05637,52.40109332,59.28900147,115.2237286,119.0317114,244.7631374,432.3114072,398.9959746,1.303607678
14.05640833,52.401115,59.11299896,127.5384029,111.8817867,180.888331,458.6740575,597.7681895,1.286705042
14.05644667,52.40113665,58.92399979,141.3025755,127.3424474,257.759248,466.4378155,690.3470918,1.243504932
14.056485,52.40115668,58.74000168,139.5178507,143.7456655,262.2299494,649.4921507,475.7321715,1.244910681
14.05652334,52.40117833,58.57300186,188.4223784,203.0247925,277.4082164,456.1345138,838.0186755,1.237076575
14.05656167,52.40120001,58.4090004,203.3110429,180.881832,510.2398762,741.8275911,1395.858058,1.22618186
14.0566,52.40122,58.23300171,151.5886852,136.1554914,296.2123857,528.473884,772.7768617,1.205277243
14.05664,52.40124,58.07799912,132.6188616,109.0520579,223.8280716,633.7254241,838.0026498,1.23055007
14.05667834,52.40126168,57.9109993,122.8504691,93.85233751,203.415024,604.6625372,1138.982232,1.237340021
14.05671667,52.40128168,57.76699829,89.80717473,79.7064288,357.044086,679.0468444,1148.68938,1.25908407
14.056755,52.40130167,57.62099838,125.7193339,76.29753959,231.7310371,740.8234196,1168.231203,1.282818707
14.056795,52.40132167,57.47800064,139.4736894,108.0465212,145.350763,377.2382527,601.2795194,1.260193878
14.05683334,52.40134335,57.32099915,135.5547232,165.7513886,297.9688403,331.6279299,710.4120425,1.251786981
14.05687167,52.40136334,57.15499878,206.5203466,145.4231815,219.7328846,604.7556957,1253.354759,1.224292398
14.05691167,52.40138334,57.01200104,245.1332933,246.7598048,343.8530778,678.190503,1411.234449,1.183887006
14.05694833,52.40140333,56.88299942,308.0016281,329.2998153,391.4267481,820.2846255,1439.64324,1.174722299
14.05698667,52.40142501,56.76399994,304.9938384,279.6833851,466.8073625,815.1093046,1840.077678,1.172027582
14.057025,52.40144501,56.6780014,356.5716249,367.1385616,486.3821225,1103.21766,1744.995656,1.134303558
14.05706333,52.401465,56.61399841,370.3887159,410.8918735,480.4972638,484.8431927,1630.017299,1.120991461
14.0571,52.40148335,56.56100082,462.2181605,531.288475,542.7128589,381.4902301,2147.998432,1.126546942
14.057135,52.40150166,56.53900147,479.6089074,564.6155509,825.025834,1272.874838,2496.19186,1.101023038
14.05717,52.40152,56.53499985,432.3417825,473.1219032,692.3454211,1128.754768,2153.933139,1.102995468
14.05720333,52.40153834,56.54199982,393.9327992,453.2384285,540.1405044,991.6773302,2117.553673,1.132984674
14.05723667,52.40155665,56.58800125,340.5817203,388.012772,629.3339768,836.8380179,1542.864843,1.189525073
14.05727,52.40157499,56.64099884,337.4058667,346.8111209,591.5622972,738.5901263,2383.575588,1.215600977
14.05730333,52.40159168,56.70999908,348.7887764,367.2239811,491.8147649,952.1633423,1823.093726,1.17581275
14.05733833,52.40160834,56.78699875,319.4858967,367.7894846,484.5216106,864.107855,1739.371968,1.178129129
14.05737167,52.401625,56.89300156,348.6534361,381.8359823,650.9929558,906.3132744,2593.662485,1.182560324
14.057405,52.40164166,57.01399994,304.0111406,346.5196922,463.6942346,1060.947608,2163.081824,1.19809574
14.05743833,52.40165834,57.13299942,248.894032,209.5102953,326.2373551,609.3370705,1409.174402,1.200951682
14.05747,52.401675,57.25400162,294.1818768,219.3448433,345.0665347,313.1117239,1380.14571,1.127180228
14.05750334,52.40169166,57.40200043,271.5990568,205.0326094,491.0709148,899.7203542,1976.685462,1.093719955
14.057535,52.40170835,57.56700134,267.4952658,228.3757053,276.4314559,827.4167139,1971.642668,1.108674301
14.05756833,52.40172501,57.73400116,204.6171701,168.3748445,259.8280292,655.0115244,1361.318985,1.15536059
14.0576,52.40174335,57.92499924,198.2380624,163.8639422,356.6132956,824.081286,1575.405778,1.228706915
14.05763333,52.40176166,58.1230011,140.0618389,89.08311367,360.2084969,614.8271046,1296.952748,1.199718997
14.05766667,52.40178,58.32699966,146.760729,165.4730338,217.5433448,522.036564,747.9887273,1.20683403
14.0577,52.40179834,58.49900055,164.7746974,121.3999323,247.4301801,394.4634534,1105.954039,1.231194351
14.05773167,52.40181834,58.69200134,137.8307177,116.0923499,262.5505761,544.613571,1140.178404,1.231101187
14.057765,52.40183668,58.85900116,112.9662728,121.8257267,252.3608018,633.0461881,1623.079184,1.249068909
14.05779833,52.40185499,59.01399994,119.8222959,132.7464587,285.0923391,688.5458972,1600.496155,1.234017676
14.05783167,52.40187333,59.18999863,124.4862375,97.15659262,357.7161188,997.2153575,1239.580277,1.198245087
14.057865,52.40188999,59.33499908,120.2520594,111.5999666,234.1855548,500.1866779,1246.967157,1.167398254
14.05789834,52.40190833,59.51499939,230.2138233,238.7503001,158.2033161,363.1397606,946.9198333,1.172753101
14.05793167,52.40192499,59.7140007,277.4550286,319.4631809,447.8276802,474.3628107,1095.66198,1.136354254
14.05796333,52.40194333,59.90499878,254.2207985,330.0279544,377.9379349,705.4692556,1543.91028,1.154373291
14.057995,52.40196168,60.11100006,212.2989006,268.4845253,439.9350096,809.091367,1137.889326,1.210429871
14.05802667,52.40197999,60.33599854,159.1835232,173.351353,316.5351725,695.469579,1089.750879,1.251728064
14.05806,52.40199668,60.56100082,105.2436619,84.00900151,75.11554191,295.1469692,828.2945349,1.283443732
14.05809167,52.40201499,60.78699875,103.0658338,86.79240323,145.3435778,285.6603576,369.3198374,1.291962909
14.05812333,52.40203333,61.03300095,99.05404751,93.64907755,202.2489263,207.1525825,716.9736914,1.338034833
14.05815667,52.40205167,61.24599838,95.73532347,86.99227479,223.3987013,323.9210989,591.6869091,1.311128259
14.05819167,52.40207001,61.4640007,94.77665743,101.7101655,228.9745277,369.9062254,528.4433289,1.272562964
14.058225,52.40209001,61.68500137,92.46660047,78.64424892,155.7082713,249.5085344,605.7800431,1.324438342
14.05826,52.40210832,61.88299942,89.81735308,81.61489424,100.1893767,215.8387983,520.0092407,1.345349927
14.058295,52.40212666,62.05500031,88.05485261,89.47401567,205.1772179,181.7614673,460.6970117,1.318210992
14.05833167,52.40214666,62.18999863,89.18160664,73.65906927,127.4129253,193.7274935,713.8045962,1.322909021
14.05836833,52.40216665,62.31700134,97.35976277,91.08494392,175.2696177,257.3143807,611.5618347,1.270257593
14.05840333,52.40218668,62.43500137,117.8882321,100.7301801,345.1937435,548.1229383,897.5801198,1.217395251
14.05844,52.40220499,62.54399872,121.0885174,74.25583491,220.4477281,211.0395152,828.8337125,1.209551074
14.058475,52.40222499,62.63899994,151.2265519,97.71735505,390.3338234,1133.998385,1258.718443,1.191687134
14.05851167,52.40224333,62.71799851,215.8421781,190.3179606,258.7065445,586.0232554,1163.961174,1.211054871
14.05854834,52.40226332,62.79100037,228.4439262,224.596492,276.5751836,474.5945036,1014.914122,1.22152121
14.05858334,52.40228167,62.84899902,226.2509415,153.0281317,240.6520602,629.2094108,1491.122305,1.172053375
14.05861834,52.40230001,62.92100143,232.3553916,160.8405272,172.9596226,258.3745757,217.9596095,1.187934589
14.05865334,52.40231832,62.99399948,270.2287319,204.0391477,275.4404782,470.2718479,1074.172564,1.219960135
14.05868834,52.40233666,63.02999878,237.7695714,220.8779611,218.8754598,468.7973653,1767.305544,1.200716147
14.05872333,52.402355,63.08200073,224.8598709,166.5637272,351.8647487,467.4715472,1094.287793,1.194247064
14.05875667,52.40237335,63.12400055,188.4514398,137.5891803,232.8354062,388.6878214,1053.351085,1.200509488
14.05879167,52.40239166,63.16199875,228.522052,150.2105219,220.309048,344.9281543,1170.297138,1.175700455
14.05882667,52.40241,63.16500092,170.1099972,127.8014034,349.9607145,229.6926916,1189.716555,1.198232135
14.05886167,52.40242834,63.16699982,134.7329182,114.9308888,208.2431848,371.6423568,920.9430742,1.174302078
14.05889833,52.40244665,63.14899826,168.0407098,169.5397272,313.7908573,523.4890694,1029.995161,1.124347141
14.05893333,52.40246668,63.13100052,151.6505352,105.3972461,186.3067491,534.66388,1803.652184,1.135290973
14.05896833,52.40248499,63.08800125,161.4543297,120.1999525,225.6187417,915.2663753,2237.903069,1.152929526
14.059005,52.40250499,63.0359993,209.1584109,147.9362281,220.6366023,373.7777592,769.3605993,1.182924893
14.05904,52.40252333,62.99200058,210.2245311,151.8797218,180.8243901,272.6977776,1105.663597,1.164666995
14.059075,52.40254167,62.95399857,219.8355338,243.5417073,310.0937059,599.4387591,1917.277377,1.113919885
14.05911,52.40256167,62.90299988,363.1787636,298.1765218,298.3475213,510.1249044,2048.56655,1.133026984
14.059145,52.40258166,62.86299896,299.9508532,177.2100006,236.6990291,653.2004213,652.0972792,1.145303909
14.05918167,52.4026,62.81200028,248.9410628,195.9276459,242.9238824,560.3644697,1892.662532,1.114717902
